"Município";"id_orgao";"Órgão";"Categoria da Receita";"Origem da Receita";"2012";"2013";"2014"
"Neves Paulista";"";"Fundo Municipal De Seguridade Social - Neves Paulista";"Receitas Correntes";"Receita Patrimonial";"1.770.066,44";"388.858,10";"1.055.333,47"
"Neves Paulista";"";"Prefeitura Municipal De Neves Paulista";"Receitas Correntes";"Outras Receitas Correntes";"438.399,19";"625.660,71";"506.826,79"
"Neves Paulista";"";"Prefeitura Municipal De Neves Paulista";"Receitas Correntes";"Receita de Serviços";"452.660,77";"476.353,89";"500.326,41"
"Neves Paulista";"";"Prefeitura Municipal De Neves Paulista";"Receitas Correntes";"Receita Patrimonial";"781.302,12";"131.513,36";"310.994,68"
"Neves Paulista";"";"Prefeitura Municipal De Neves Paulista";"Receitas Correntes";"Receita Tributária";"1.264.323,54";"1.708.382,76";"1.827.900,77"
"Neves Paulista";"";"Prefeitura Municipal De Neves Paulista";"Receitas Correntes";"Transferências Correntes";"14.091.134,46";"15.111.071,34";"15.925.831,49"
"Neves Paulista";"";"Prefeitura Municipal De Neves Paulista";"Receitas de Capital";"Alienação de Bens";"15.000,00";"";"131.550,00"
"Neves Paulista";"";"Prefeitura Municipal De Neves Paulista";"Receitas de Capital";"Transferências de Capital";"1.014.216,05";"1.186.572,77";"236.084,22"
"Nhandeara";"";"Prefeitura Municipal De Nhandeara";"Receitas de Capital";"Transferências de Capital";"1.108.509,24";"1.322.199,78";"644.686,51"
"Nhandeara";"";"Prefeitura Municipal De Nhandeara";"Receitas Correntes";"Outras Receitas Correntes";"529.844,77";"411.501,03";"480.422,38"
"Nhandeara";"";"Prefeitura Municipal De Nhandeara";"Receitas Correntes";"Receita de Serviços";"9.500,00";"10.159,65";"17.018,61"
"Nhandeara";"";"Prefeitura Municipal De Nhandeara";"Receitas Correntes";"Receita Patrimonial";"364.440,43";"267.150,97";"390.592,37"
"Nhandeara";"";"Prefeitura Municipal De Nhandeara";"Receitas Correntes";"Receita Tributária";"2.883.311,99";"3.376.779,91";"3.267.453,42"
"Nhandeara";"";"Prefeitura Municipal De Nhandeara";"Receitas Correntes";"Transferências Correntes";"18.227.849,34";"20.867.646,44";"21.920.078,86"
"Nhandeara";"";"Prefeitura Municipal De Nhandeara";"Receitas de Capital";"Alienação de Bens";"";"";"19.008,00"
"Nipoã";"";"Prefeitura Municipal De Nipoã";"Receitas Correntes";"Transferências Correntes";"9.505.505,94";"10.703.727,80";"11.979.600,66"
"Nipoã";"";"Prefeitura Municipal De Nipoã";"Receitas Correntes";"Outras Receitas Correntes";"103.551,26";"23.794,37";"68.597,44"
"Nipoã";"";"Prefeitura Municipal De Nipoã";"Receitas Correntes";"Receita de Serviços";"";"";"647,06"
"Nipoã";"";"Prefeitura Municipal De Nipoã";"Receitas Correntes";"Receita Patrimonial";"11.009,42";"37.830,23";"60.216,13"
"Nipoã";"";"Prefeitura Municipal De Nipoã";"Receitas Correntes";"Receita Tributária";"555.759,08";"917.263,41";"1.241.807,29"
"Nipoã";"";"Prefeitura Municipal De Nipoã";"Receitas de Capital";"Transferências de Capital";"1.497.160,03";"806.125,22";"1.345.052,16"
"Nova Aliança";"";"Prefeitura Municipal De Nova Aliança";"Receitas de Capital";"Alienação de Bens";"";"8.184,00";"350.032,40"
"Nova Aliança";"";"Prefeitura Municipal De Nova Aliança";"Receitas Correntes";"Outras Receitas Correntes";"449.263,32";"229.336,60";"530.195,04"
"Nova Aliança";"";"Prefeitura Municipal De Nova Aliança";"Receitas Correntes";"Receita de Contribuições";"103.829,38";"111.328,18";"126.844,62"
"Nova Aliança";"";"Prefeitura Municipal De Nova Aliança";"Receitas Correntes";"Receita de Serviços";"465.309,49";"500.044,25";"562.686,12"
"Nova Aliança";"";"Prefeitura Municipal De Nova Aliança";"Receitas Correntes";"Receita Patrimonial";"86.953,37";"87.257,04";"155.450,97"
"Nova Aliança";"";"Prefeitura Municipal De Nova Aliança";"Receitas Correntes";"Receita Tributária";"934.059,90";"1.292.168,39";"1.569.523,20"
"Nova Aliança";"";"Prefeitura Municipal De Nova Aliança";"Receitas Correntes";"Transferências Correntes";"12.745.295,45";"14.252.502,52";"14.927.265,84"
"Nova Aliança";"";"Prefeitura Municipal De Nova Aliança";"Receitas de Capital";"Transferências de Capital";"943.680,76";"1.188.000,00";"1.024.500,00"
"Nova Campina";"";"Prefeitura Municipal De Nova Campina";"Receitas Correntes";"Receita Patrimonial";"103.180,22";"134.156,87";"317.711,06"
"Nova Campina";"";"Prefeitura Municipal De Nova Campina";"Receitas Correntes";"Outras Receitas Correntes";"171.789,85";"33.806,89";"26.089,80"
"Nova Campina";"";"Prefeitura Municipal De Nova Campina";"Receitas Correntes";"Receita de Serviços";"8.565,00";"7.392,00";""
"Nova Campina";"";"Prefeitura Municipal De Nova Campina";"Receitas Correntes";"Receita Tributária";"666.797,00";"672.394,40";"1.045.630,75"
"Nova Campina";"";"Prefeitura Municipal De Nova Campina";"Receitas Correntes";"Transferências Correntes";"20.210.981,05";"22.582.194,09";"23.122.343,17"
"Nova Campina";"";"Prefeitura Municipal De Nova Campina";"Receitas de Capital";"Alienação de Bens";"30.100,00";"";""
"Nova Campina";"";"Prefeitura Municipal De Nova Campina";"Receitas de Capital";"Transferências de Capital";"626.623,58";"274.082,28";"460.331,27"
"Nova Canaã Paulista";"";"Instituto De Previdência Municipal De Nova Canaã Paulista ";"Receitas Correntes";"Receita Patrimonial";"784.239,36";"200.392,28";"882.212,46"
"Nova Canaã Paulista";"";"Prefeitura Municipal De Nova Canaã Paulista";"Receitas Correntes";"Outras Receitas Correntes";"67.830,12";"39.586,05";"120.578,90"
"Nova Canaã Paulista";"";"Prefeitura Municipal De Nova Canaã Paulista";"Receitas Correntes";"Receita de Serviços";"8.922,00";"4.965,00";"16.054,00"
"Nova Canaã Paulista";"";"Prefeitura Municipal De Nova Canaã Paulista";"Receitas Correntes";"Receita Patrimonial";"23.796,26";"24.472,83";"112.551,65"
"Nova Canaã Paulista";"";"Prefeitura Municipal De Nova Canaã Paulista";"Receitas Correntes";"Receita Tributária";"330.565,15";"402.529,49";"449.871,47"
"Nova Canaã Paulista";"";"Prefeitura Municipal De Nova Canaã Paulista";"Receitas Correntes";"Transferências Correntes";"8.343.473,80";"9.035.759,88";"11.083.366,08"
"Nova Canaã Paulista";"";"Prefeitura Municipal De Nova Canaã Paulista";"Receitas de Capital";"Alienação de Bens";"193.445,88";"";"267.280,00"
"Nova Canaã Paulista";"";"Prefeitura Municipal De Nova Canaã Paulista";"Receitas de Capital";"Transferências de Capital";"555.280,54";"393.710,46";"132.867,55"
"Nova Canaã Paulista";"";"Instituto De Previdência Municipal De Nova Canaã Paulista ";"Receitas Correntes";"Receita de Contribuições";"875.421,27";"888.792,54";"968.138,01"
"Nova Castilho";"";"Prefeitura Municipal De Nova Castilho";"Receitas Correntes";"Receita Patrimonial";"23.181,88";"24.995,27";"60.207,95"
"Nova Castilho";"";"Prefeitura Municipal De Nova Castilho";"Receitas Correntes";"Transferências Correntes";"8.086.773,61";"9.039.193,66";"9.426.357,34"
"Nova Castilho";"";"Prefeitura Municipal De Nova Castilho";"Receitas Correntes";"Receita Tributária";"229.229,46";"307.533,63";"263.799,54"
"Nova Castilho";"";"Instituto De Previdencia Municipal";"Receitas Correntes";"Outras Receitas Correntes";"161.252,16";"2.818,23";"3.305,37"
"Nova Castilho";"";"Instituto De Previdencia Municipal";"Receitas Correntes";"Receita de Contribuições";"736.125,58";"882.812,87";"849.754,79"
"Nova Castilho";"";"Instituto De Previdencia Municipal";"Receitas Correntes";"Receita Patrimonial";"1.057.370,97";"";"875.759,08"
"Nova Castilho";"";"Prefeitura Municipal De Nova Castilho";"Receitas Correntes";"Outras Receitas Correntes";"637.911,30";"37.494,42";"10.382,87"
"Nova Castilho";"";"Prefeitura Municipal De Nova Castilho";"Receitas de Capital";"Transferências de Capital";"893.704,79";"570.414,06";"788.584,18"
"Nova Castilho";"";"Prefeitura Municipal De Nova Castilho";"Receitas Correntes";"Receita de Contribuições";"";"";"8.615,59"
"Nova Castilho";"";"Prefeitura Municipal De Nova Castilho";"Receitas de Capital";"Alienação de Bens";"84.000,00";"266.500,00";"497.700,00"
"Nova Castilho";"";"Prefeitura Municipal De Nova Castilho";"Receitas Correntes";"Receita de Serviços";"47.455,75";"53.988,54";"49.844,27"
"Nova Europa";"";"Prefeitura Municipal De Nova Europa";"Receitas Correntes";"Transferências Correntes";"19.609.930,02";"20.679.425,24";"22.080.222,46"
"Nova Europa";"";"Prefeitura Municipal De Nova Europa";"Receitas Correntes";"Outras Receitas Correntes";"464.733,08";"400.112,43";"587.661,31"
"Nova Europa";"";"Prefeitura Municipal De Nova Europa";"Receitas Correntes";"Receita de Contribuições";"339.489,40";"321.137,76";"348.511,46"
"Nova Europa";"";"Prefeitura Municipal De Nova Europa";"Receitas Correntes";"Receita de Serviços";"835.695,74";"811.362,90";"707.539,87"
"Nova Europa";"";"Prefeitura Municipal De Nova Europa";"Receitas Correntes";"Receita Patrimonial";"208.653,41";"145.475,05";"232.427,86"
"Nova Europa";"";"Prefeitura Municipal De Nova Europa";"Receitas Correntes";"Receita Tributária";"1.338.524,66";"1.722.307,45";"1.686.963,97"
"Nova Europa";"";"Prefeitura Municipal De Nova Europa";"Receitas de Capital";"Transferências de Capital";"1.636.784,18";"1.756.101,72";"2.542.342,58"
"Nova Granada";"";"Prefeitura Municipal De Nova Granada";"Receitas Correntes";"Receita de Contribuições";"554.638,13";"567.424,81";"578.719,46"
"Nova Granada";"";"Prefeitura Municipal De Nova Granada";"Receitas Correntes";"Receita de Serviços";"122.096,37";"100.630,38";"161.264,09"
"Nova Granada";"";"Prefeitura Municipal De Nova Granada";"Receitas Correntes";"Receita Patrimonial";"63.781,93";"108.509,49";"123.575,99"
"Nova Granada";"";"Prefeitura Municipal De Nova Granada";"Receitas Correntes";"Receita Tributária";"2.813.955,44";"3.456.048,32";"4.169.151,90"
"Nova Granada";"";"Prefeitura Municipal De Nova Granada";"Receitas Correntes";"Transferências Correntes";"25.228.323,18";"29.091.597,52";"30.918.371,75"
"Nova Granada";"";"Prefeitura Municipal De Nova Granada";"Receitas de Capital";"Alienação de Bens";"";"17.550,00";""
"Nova Granada";"";"Prefeitura Municipal De Nova Granada";"Receitas de Capital";"Transferências de Capital";"686.347,79";"415.780,21";"2.264.635,51"
"Nova Granada";"";"Prefeitura Municipal De Nova Granada";"Receitas Correntes";"Outras Receitas Correntes";"646.751,05";"547.282,83";"1.199.469,77"
"Nova Guataporanga";"";"Prefeitura Municipal De Nova Guataporanga";"Receitas de Capital";"Alienação de Bens";"";"57.790,00";""
"Nova Guataporanga";"";"Prefeitura Municipal De Nova Guataporanga";"Receitas de Capital";"Transferências de Capital";"";"475.038,14";"692.819,61"
"Nova Guataporanga";"";"Prefeitura Municipal De Nova Guataporanga";"Receitas de Capital";"Outras Receitas de Capital";"";"150.039,60";""
"Nova Guataporanga";"";"Iprenog - Inst. De Prev. Munic. De N.Guataporanga";"Receitas Correntes";"Outras Receitas Correntes";"1.415,93";"2.756,86";"2.903,68"
"Nova Guataporanga";"";"Iprenog - Inst. De Prev. Munic. De N.Guataporanga";"Receitas Correntes";"Receita de Contribuições";"721.277,77";"900.350,13";"1.076.263,35"
"Nova Guataporanga";"";"Iprenog - Inst. De Prev. Munic. De N.Guataporanga";"Receitas Correntes";"Receita Patrimonial";"203.731,01";"130.446,44";"229.911,47"
"Nova Guataporanga";"";"Prefeitura Municipal De Nova Guataporanga";"Receitas Correntes";"Outras Receitas Correntes";"77.997,77";"45.712,25";"53.174,10"
"Nova Guataporanga";"";"Prefeitura Municipal De Nova Guataporanga";"Receitas Correntes";"Receita Patrimonial";"83.378,03";"16.309,27";"74.180,58"
"Nova Guataporanga";"";"Prefeitura Municipal De Nova Guataporanga";"Receitas Correntes";"Receita Tributária";"264.566,67";"218.365,46";"263.147,89"
"Nova Guataporanga";"";"Prefeitura Municipal De Nova Guataporanga";"Receitas Correntes";"Transferências Correntes";"8.011.112,25";"8.218.670,91";"8.836.428,94"
"Nova Independência";"";"Prefeitura Municipal De Nova Independência";"Receitas Correntes";"Outras Receitas Correntes";"105.761,37";"192.958,38";"262.671,06"
"Nova Independência";"";"Prefeitura Municipal De Nova Independência";"Receitas Correntes";"Receita de Serviços";"129.383,03";"124.860,22";"123.409,29"
"Nova Independência";"";"Prefeitura Municipal De Nova Independência";"Receitas Correntes";"Receita Patrimonial";"108.369,28";"117.407,14";"219.981,47"
"Nova Independência";"";"Prefeitura Municipal De Nova Independência";"Receitas Correntes";"Receita Tributária";"1.025.242,25";"883.439,64";"990.608,62"
"Nova Independência";"";"Prefeitura Municipal De Nova Independência";"Receitas Correntes";"Transferências Correntes";"15.167.369,45";"16.660.620,47";"15.806.562,44"
"Nova Independência";"";"Prefeitura Municipal De Nova Independência";"Receitas de Capital";"Alienação de Bens";"28.814,00";"154.154,96";"20.700,00"
"Nova Independência";"";"Prefeitura Municipal De Nova Independência";"Receitas de Capital";"Transferências de Capital";"1.489.365,74";"1.443.982,70";"1.750.152,05"
"Nova Luzitânia";"";"Prefeitura Municipal De Nova Luzitânia";"Receitas de Capital";"Transferências de Capital";"1.561.130,95";"804.932,91";"1.254.127,59"
"Nova Luzitânia";"";"Instituto De Previdencia Municipal";"Receitas Correntes";"Outras Receitas Correntes";"";"315.378,59";"7.593,70"
"Nova Luzitânia";"";"Instituto De Previdencia Municipal";"Receitas Correntes";"Receita de Contribuições";"1.005.081,79";"1.083.588,18";"1.479.091,11"
"Nova Luzitânia";"";"Instituto De Previdencia Municipal";"Receitas Correntes";"Receita Patrimonial";"497.042,35";"29.093,81";"303.512,53"
"Nova Luzitânia";"";"Prefeitura Municipal De Nova Luzitânia";"Receitas Correntes";"Outras Receitas Correntes";"147.152,86";"101.928,43";"181.408,14"
"Nova Luzitânia";"";"Prefeitura Municipal De Nova Luzitânia";"Receitas Correntes";"Receita de Serviços";"402,30";"1.013,29";""
"Nova Luzitânia";"";"Prefeitura Municipal De Nova Luzitânia";"Receitas Correntes";"Receita Patrimonial";"52.405,48";"37.760,41";"97.390,77"
"Nova Luzitânia";"";"Prefeitura Municipal De Nova Luzitânia";"Receitas Correntes";"Receita Tributária";"512.197,25";"617.381,36";"559.439,47"
"Nova Luzitânia";"";"Prefeitura Municipal De Nova Luzitânia";"Receitas Correntes";"Transferências Correntes";"8.870.762,08";"10.024.061,08";"10.675.080,87"
"Nova Luzitânia";"";"Prefeitura Municipal De Nova Luzitânia";"Receitas de Capital";"Alienação de Bens";"72.000,00";"65.000,00";"248.300,00"
"Nova Odessa";"";"Prefeitura Municipal De Nova Odessa";"Receitas de Capital";"Operações de Crédito";"454.198,77";"";""
"Nova Odessa";"";"Prefeitura Municipal De Nova Odessa";"Receitas Correntes";"Outras Receitas Correntes";"4.263.809,98";"4.376.350,84";"3.843.857,06"
"Nova Odessa";"";"Prefeitura Municipal De Nova Odessa";"Receitas Correntes";"Receita de Contribuições";"1.731.936,27";"159.352,04";""
"Nova Odessa";"";"Prefeitura Municipal De Nova Odessa";"Receitas Correntes";"Receita de Serviços";"136.380,47";"423.657,85";"103.493,53"
"Nova Odessa";"";"Prefeitura Municipal De Nova Odessa";"Receitas Correntes";"Receita Patrimonial";"3.183.315,70";"571.761,23";"2.321.266,47"
"Nova Odessa";"";"Prefeitura Municipal De Nova Odessa";"Receitas Correntes";"Receita Tributária";"22.454.037,88";"25.550.182,21";"28.842.053,45"
"Nova Odessa";"";"Prefeitura Municipal De Nova Odessa";"Receitas Correntes";"Transferências Correntes";"85.452.920,23";"98.243.119,83";"101.276.776,82"
"Nova Odessa";"";"Prefeitura Municipal De Nova Odessa";"Receitas de Capital";"Alienação de Bens";"245.962,23";"118.332,48";"64.404,22"
"Nova Odessa";"";"Prefeitura Municipal De Nova Odessa";"Receitas de Capital";"Transferências de Capital";"4.698.981,31";"7.208.713,56";"8.302.311,77"
"Novais";"";"Prefeitura Municipal De Novais";"Receitas Correntes";"Transferências Correntes";"10.980.020,17";"12.361.481,01";"13.451.836,10"
"Novais";"";"Prefeitura Municipal De Novais";"Receitas de Capital";"Transferências de Capital";"458.442,12";"43.200,00";"1.647.458,41"
"Novais";"";"Prefeitura Municipal De Novais";"Receitas Correntes";"Outras Receitas Correntes";"60.900,05";"174.089,56";"713.691,77"
"Novais";"";"Prefeitura Municipal De Novais";"Receitas Correntes";"Receita de Serviços";"19.617,96";"20.169,57";"28.479,16"
"Novais";"";"Prefeitura Municipal De Novais";"Receitas Correntes";"Receita Patrimonial";"38.795,37";"55.581,62";"81.661,95"
"Novais";"";"Prefeitura Municipal De Novais";"Receitas Correntes";"Receita Tributária";"442.719,69";"523.179,22";"677.120,81"
"Novais";"";"Prefeitura Municipal De Novais";"Receitas de Capital";"Alienação de Bens";"";"";"48.050,00"
"Novo Horizonte";"";"Prefeitura Municipal De Novo Horizonte";"Receitas Correntes";"Transferências Correntes";"64.599.689,84";"72.216.379,63";"73.971.250,56"
"Novo Horizonte";"";"Prefeitura Municipal De Novo Horizonte";"Receitas Correntes";"Outras Receitas Correntes";"2.313.615,41";"3.116.685,16";"2.627.614,93"
"Novo Horizonte";"";"Prefeitura Municipal De Novo Horizonte";"Receitas Correntes";"Receita de Contribuições";"937.454,57";"991.065,80";"1.038.542,28"
"Novo Horizonte";"";"Prefeitura Municipal De Novo Horizonte";"Receitas Correntes";"Receita de Serviços";"357.938,00";"257.463,42";"350.244,51"
"Novo Horizonte";"";"Prefeitura Municipal De Novo Horizonte";"Receitas Correntes";"Receita Patrimonial";"772.870,60";"657.654,14";"1.089.980,25"
"Novo Horizonte";"";"Prefeitura Municipal De Novo Horizonte";"Receitas Correntes";"Receita Tributária";"8.285.566,49";"10.365.830,38";"10.917.605,64"
"Novo Horizonte";"";"Prefeitura Municipal De Novo Horizonte";"Receitas de Capital";"Alienação de Bens";"41.667,75";"59.306,54";""
"Novo Horizonte";"";"Prefeitura Municipal De Novo Horizonte";"Receitas de Capital";"Transferências de Capital";"3.607.663,77";"969.089,70";"2.811.928,64"
"Nuporanga";"";"Prefeitura Municipal De Nuporanga";"Receitas de Capital";"Transferências de Capital";"3.050.045,11";"179.410,00";"1.235.837,31"
"Nuporanga";"";"Prefeitura Municipal De Nuporanga";"Receitas Correntes";"Outras Receitas Correntes";"1.066.589,90";"824.759,06";"499.056,09"
"Nuporanga";"";"Prefeitura Municipal De Nuporanga";"Receitas Correntes";"Receita de Serviços";"488.849,71";"636.928,52";"732.793,39"
"Nuporanga";"";"Prefeitura Municipal De Nuporanga";"Receitas Correntes";"Receita Patrimonial";"233.097,52";"190.462,43";"245.565,34"
"Nuporanga";"";"Prefeitura Municipal De Nuporanga";"Receitas Correntes";"Receita Tributária";"1.496.585,38";"1.681.387,95";"1.903.807,90"
